file miF_frames maF_frames weighted_maF_frames 
test1_unlab_g0.1_k100_p2_r100_c10000.txt 12.708 3.758 2.866
test1_unlab_g0.1_k100_p2_r100_c100000.txt 12.708 3.758 2.866
test1_unlab_g1_k0.1_p2_r100_c1.txt 12.708 3.758 2.866
test1_unlab_g1_k0.1_p2_r100_c10.txt 12.708 3.758 2.866
test1_unlab_g1_k0.1_p2_r100_c100.txt 12.708 3.758 2.866
test1_unlab_g1_k0.1_p2_r100_c1000.txt 14.198 5.623 5.189
test1_unlab_g1_k0.1_p2_r100_c10000.txt 14.198 5.623 5.189
test1_unlab_g1_k0.1_p2_r100_c100000.txt 14.198 5.623 5.189
test1_unlab_g1_k1_p2_r100_c1.txt 12.621 10.402 6.652
test1_unlab_g1_k1_p2_r100_c10.txt 12.621 10.402 6.652
test1_unlab_g1_k1_p2_r100_c100.txt 12.621 10.402 6.652
test1_unlab_g1_k1_p2_r100_c1000.txt 12.621 10.517 6.740
test1_unlab_g1_k1_p2_r100_c10000.txt 12.621 10.517 6.740
test1_unlab_g1_k1_p2_r100_c100000.txt 12.621 10.517 6.740
test1_unlab_g1_k10_p2_r100_c1.txt 14.899 13.087 8.368
test1_unlab_g1_k10_p2_r100_c10.txt 11.832 12.196 7.688
test1_unlab_g1_k10_p2_r100_c100.txt 26.380 24.147 22.552
test1_unlab_g1_k10_p2_r100_c1000.txt 26.380 24.147 22.552
test1_unlab_g1_k10_p2_r100_c10000.txt 26.380 24.147 22.552
test1_unlab_g1_k10_p2_r100_c100000.txt 26.380 24.147 22.552
test1_unlab_g1_k100_p2_r100_c1.txt 12.708 3.758 2.866
test1_unlab_g1_k100_p2_r100_c10.txt 12.708 3.758 2.866
test1_unlab_g1_k100_p2_r100_c100.txt 12.708 3.758 2.866
test1_unlab_g1_k100_p2_r100_c1000.txt 12.708 3.758 2.866
test1_unlab_g1_k100_p2_r100_c10000.txt 12.708 3.758 2.866
test1_unlab_g1_k100_p2_r100_c100000.txt 12.708 3.758 2.866
test1_unlab_g10_k0.1_p2_r100_c1.txt 12.708 3.758 2.866
test1_unlab_g10_k0.1_p2_r100_c10.txt 12.708 3.758 2.866
test1_unlab_g10_k0.1_p2_r100_c100.txt 12.708 3.758 2.866
test1_unlab_g10_k0.1_p2_r100_c1000.txt 50.657 19.547 36.069
test1_unlab_g10_k0.1_p2_r100_c10000.txt 50.657 19.547 36.069
test1_unlab_g10_k0.1_p2_r100_c100000.txt 50.657 19.547 36.069
test1_unlab_g10_k1_p2_r100_c1.txt 14.373 12.920 8.185
test1_unlab_g10_k1_p2_r100_c10.txt 14.373 12.920 8.185
test1_unlab_g10_k1_p2_r100_c100.txt 14.373 12.920 8.185
test1_unlab_g10_k1_p2_r100_c1000.txt 14.373 12.920 8.185
test1_unlab_g10_k1_p2_r100_c10000.txt 14.373 12.920 8.185
test1_unlab_g10_k1_p2_r100_c100000.txt 14.373 12.920 8.185
test1_unlab_g10_k10_p2_r100_c1.txt 14.987 13.379 8.496
test1_unlab_g10_k10_p2_r100_c10.txt 11.919 12.366 7.723
test1_unlab_g10_k10_p2_r100_c100.txt 57.669 33.541 50.429
test1_unlab_g10_k10_p2_r100_c1000.txt 57.669 33.541 50.429
test1_unlab_g10_k10_p2_r100_c10000.txt 57.669 33.541 50.429
test1_unlab_g10_k10_p2_r100_c100000.txt 57.669 33.541 50.429
test1_unlab_g10_k100_p2_r100_c1.txt 45.399 18.630 37.823
test1_unlab_g10_k100_p2_r100_c10.txt 45.399 18.630 37.823
test1_unlab_g10_k100_p2_r100_c100.txt 45.399 18.630 37.823
test1_unlab_g10_k100_p2_r100_c1000.txt 45.399 18.630 37.823
test1_unlab_g10_k100_p2_r100_c10000.txt 43.646 20.477 40.069
test1_unlab_g10_k100_p2_r100_c100000.txt 43.646 20.477 40.069
summary max_miF_frame max_maF_frame max_maF_weiFrame 
 hi 58.720 63.573 58.554
