file miF_event maF_event weighted_maF_events
test1_unlab_g10_k0.1_p2_r100_c10000.txt 43.243 20.349 29.260
test1_unlab_g10_k0.1_p2_r100_c100000.txt 43.243 20.349 29.260
test1_unlab_g10_k1_p2_r100_c1.txt 31.081 11.730 21.771
test1_unlab_g10_k1_p2_r100_c10.txt 31.081 11.730 21.771
test1_unlab_g10_k1_p2_r100_c100.txt 31.081 11.730 21.771
test1_unlab_g10_k1_p2_r100_c1000.txt 32.432 10.061 18.678
test1_unlab_g10_k1_p2_r100_c10000.txt 32.432 10.061 18.678
test1_unlab_g10_k1_p2_r100_c100000.txt 32.432 10.061 18.678
test1_unlab_g10_k10_p2_r100_c1.txt 22.973 8.393 15.184
test1_unlab_g10_k10_p2_r100_c10.txt 29.730 12.501 19.515
test1_unlab_g10_k10_p2_r100_c100.txt 20.270 21.093 21.259
test1_unlab_g10_k10_p2_r100_c1000.txt 17.568 18.889 16.937
test1_unlab_g10_k10_p2_r100_c10000.txt 17.568 18.889 16.937
test1_unlab_g10_k10_p2_r100_c100000.txt 17.568 18.889 16.937
test1_unlab_g10_k100_p2_r100_c1.txt 29.730 7.639 13.626
test1_unlab_g10_k100_p2_r100_c10.txt 29.730 7.639 13.626
test1_unlab_g10_k100_p2_r100_c100.txt 29.730 7.639 13.626
test1_unlab_g10_k100_p2_r100_c1000.txt 29.730 7.639 13.626
test1_unlab_g10_k100_p2_r100_c10000.txt 29.730 7.639 13.626
test1_unlab_g10_k100_p2_r100_c100000.txt 29.730 7.639 13.626
summary max_miF_event max_maF_event max_maF_weiEvent 
 hi 50.000 56.850 47.025
