file miF_frames maF_frames weighted_maF_frames 
test1_unlab_g1_k1_p2_r100_c100.txt 9.849 3.417 2.019
test1_unlab_g1_k1_p2_r100_c1000.txt 18.693 12.431 17.357
test1_unlab_g1_k1_p2_r100_c10000.txt 18.693 12.431 17.357
test1_unlab_g1_k1_p2_r100_c100000.txt 18.693 12.431 17.357
test1_unlab_g1_k10_p2_r100_c1.txt 10.452 9.798 6.117
test1_unlab_g1_k10_p2_r100_c10.txt 10.452 9.798 6.117
test1_unlab_g1_k10_p2_r100_c100.txt 38.291 19.683 36.004
test1_unlab_g1_k10_p2_r100_c1000.txt 38.291 19.683 36.004
test1_unlab_g1_k10_p2_r100_c10000.txt 38.291 19.683 36.004
test1_unlab_g1_k10_p2_r100_c100000.txt 38.291 19.683 36.004
test1_unlab_g1_k100_p2_r100_c1.txt 9.849 2.989 1.766
test1_unlab_g1_k100_p2_r100_c10.txt 9.849 2.989 1.766
test1_unlab_g1_k100_p2_r100_c100.txt 9.849 2.989 1.766
test1_unlab_g1_k100_p2_r100_c1000.txt 9.849 2.989 1.766
test1_unlab_g1_k100_p2_r100_c10000.txt 9.849 2.989 1.766
test1_unlab_g1_k100_p2_r100_c100000.txt 9.849 2.989 1.766
test1_unlab_g10_k0.1_p2_r100_c1.txt 11.759 11.811 7.363
test1_unlab_g10_k0.1_p2_r100_c10.txt 11.759 11.811 7.363
test1_unlab_g10_k0.1_p2_r100_c100.txt 11.759 11.811 7.363
test1_unlab_g10_k0.1_p2_r100_c1000.txt 44.221 22.413 28.717
test1_unlab_g10_k0.1_p2_r100_c10000.txt 44.221 22.413 28.717
test1_unlab_g10_k0.1_p2_r100_c100000.txt 44.221 22.413 28.717
test1_unlab_g10_k1_p2_r100_c1.txt 10.452 10.856 6.781
test1_unlab_g10_k1_p2_r100_c10.txt 10.452 10.856 6.781
test1_unlab_g10_k1_p2_r100_c100.txt 10.452 10.856 6.781
test1_unlab_g10_k1_p2_r100_c1000.txt 11.558 5.555 3.453
test1_unlab_g10_k1_p2_r100_c10000.txt 11.558 5.555 3.453
test1_unlab_g10_k1_p2_r100_c100000.txt 11.558 5.555 3.453
test1_unlab_g10_k10_p2_r100_c1.txt 7.638 4.420 2.698
test1_unlab_g10_k10_p2_r100_c10.txt 16.181 9.968 13.583
test1_unlab_g10_k10_p2_r100_c100.txt 46.231 24.422 43.451
test1_unlab_g10_k10_p2_r100_c1000.txt 44.422 20.163 41.164
test1_unlab_g10_k10_p2_r100_c10000.txt 44.422 20.163 41.164
test1_unlab_g10_k10_p2_r100_c100000.txt 44.422 20.163 41.164
test1_unlab_g10_k100_p2_r100_c1.txt 9.849 2.989 1.766
test1_unlab_g10_k100_p2_r100_c10.txt 9.849 2.989 1.766
test1_unlab_g10_k100_p2_r100_c100.txt 9.849 2.989 1.766
test1_unlab_g10_k100_p2_r100_c1000.txt 9.849 2.989 1.766
test1_unlab_g10_k100_p2_r100_c10000.txt 9.849 2.989 1.766
test1_unlab_g10_k100_p2_r100_c100000.txt 9.849 2.989 1.766
summary max_miF_frame max_maF_frame max_maF_weiFrame 
 hi 46.231 56.786 43.451
