file miF_event maF_event weighted_maF_events
test1_unlab_g0.1_k0.1_p2_r100_c10000.txt 45.946 45.444 43.879
test1_unlab_g0.1_k0.1_p2_r100_c100000.txt 45.946 45.444 43.879
test1_unlab_g0.1_k1_p2_r100_c1.txt 43.243 17.791 32.363
test1_unlab_g0.1_k1_p2_r100_c10.txt 43.243 17.791 32.363
test1_unlab_g0.1_k1_p2_r100_c100.txt 50.000 45.608 48.567
test1_unlab_g0.1_k1_p2_r100_c1000.txt 50.000 45.626 48.790
test1_unlab_g0.1_k1_p2_r100_c10000.txt 50.000 45.626 48.790
test1_unlab_g0.1_k1_p2_r100_c100000.txt 50.000 45.626 48.790
test1_unlab_g0.1_k10_p2_r100_c1.txt 35.135 14.539 26.392
test1_unlab_g0.1_k10_p2_r100_c10.txt 41.892 31.308 36.883
test1_unlab_g0.1_k10_p2_r100_c100.txt 47.297 41.762 45.188
test1_unlab_g0.1_k10_p2_r100_c1000.txt 47.297 41.830 45.326
test1_unlab_g0.1_k10_p2_r100_c10000.txt 47.297 41.830 45.326
test1_unlab_g0.1_k10_p2_r100_c100000.txt 47.297 41.830 45.326
test1_unlab_g0.1_k100_p2_r100_c1.txt 29.730 7.639 13.626
test1_unlab_g0.1_k100_p2_r100_c10.txt 28.378 15.771 22.423
test1_unlab_g0.1_k100_p2_r100_c100.txt 28.378 15.771 22.423
test1_unlab_g0.1_k100_p2_r100_c1000.txt 28.378 15.771 22.423
test1_unlab_g0.1_k100_p2_r100_c10000.txt 28.378 15.771 22.423
test1_unlab_g0.1_k100_p2_r100_c100000.txt 28.378 15.771 22.423
test1_unlab_g1_k0.1_p2_r100_c1.txt 32.432 12.628 23.134
test1_unlab_g1_k0.1_p2_r100_c10.txt 32.432 12.628 23.134
test1_unlab_g1_k0.1_p2_r100_c100.txt 32.432 12.956 23.700
test1_unlab_g1_k0.1_p2_r100_c1000.txt 16.216 11.200 14.629
test1_unlab_g1_k0.1_p2_r100_c10000.txt 16.216 11.200 14.629
test1_unlab_g1_k0.1_p2_r100_c100000.txt 16.216 11.200 14.629
test1_unlab_g1_k1_p2_r100_c1.txt 32.432 12.190 22.387
test1_unlab_g1_k1_p2_r100_c10.txt 32.432 12.190 22.387
test1_unlab_g1_k1_p2_r100_c100.txt 35.135 20.677 27.095
test1_unlab_g1_k1_p2_r100_c1000.txt 35.135 20.022 27.248
test1_unlab_g1_k1_p2_r100_c10000.txt 35.135 20.022 27.248
test1_unlab_g1_k1_p2_r100_c100000.txt 35.135 20.022 27.248
test1_unlab_g1_k10_p2_r100_c1.txt 24.324 9.690 17.632
test1_unlab_g1_k10_p2_r100_c10.txt 27.027 16.796 20.577
test1_unlab_g1_k10_p2_r100_c100.txt 33.784 26.834 33.079
test1_unlab_g1_k10_p2_r100_c1000.txt 33.784 26.216 31.940
test1_unlab_g1_k10_p2_r100_c10000.txt 33.784 26.216 31.940
test1_unlab_g1_k10_p2_r100_c100000.txt 33.784 26.216 31.940
test1_unlab_g1_k100_p2_r100_c1.txt 13.514 3.968 3.218
test1_unlab_g1_k100_p2_r100_c10.txt 13.514 3.968 3.218
test1_unlab_g1_k100_p2_r100_c100.txt 13.514 3.968 3.218
test1_unlab_g1_k100_p2_r100_c1000.txt 13.514 3.968 3.218
test1_unlab_g1_k100_p2_r100_c10000.txt 13.514 3.968 3.218
test1_unlab_g1_k100_p2_r100_c100000.txt 13.514 3.968 3.218
test1_unlab_g10_k0.1_p2_r100_c1.txt 29.730 7.639 13.626
test1_unlab_g10_k0.1_p2_r100_c10.txt 29.730 7.639 13.626
test1_unlab_g10_k0.1_p2_r100_c100.txt 29.730 7.639 13.626
test1_unlab_g10_k0.1_p2_r100_c1000.txt 5.405 1.709 0.554
test1_unlab_g10_k0.1_p2_r100_c10000.txt 5.405 1.709 0.554
test1_unlab_g10_k0.1_p2_r100_c100000.txt 5.405 1.709 0.554
test1_unlab_g10_k1_p2_r100_c1.txt 27.027 11.014 20.399
test1_unlab_g10_k1_p2_r100_c10.txt 27.027 11.014 20.399
test1_unlab_g10_k1_p2_r100_c100.txt 27.027 11.044 20.453
test1_unlab_g10_k1_p2_r100_c1000.txt 31.081 16.413 22.368
test1_unlab_g10_k1_p2_r100_c10000.txt 31.081 16.413 22.368
test1_unlab_g10_k1_p2_r100_c100000.txt 31.081 16.413 22.368
test1_unlab_g10_k10_p2_r100_c1.txt 31.081 11.561 20.982
test1_unlab_g10_k10_p2_r100_c10.txt 32.432 15.384 25.678
test1_unlab_g10_k10_p2_r100_c100.txt 36.486 26.414 34.370
test1_unlab_g10_k10_p2_r100_c1000.txt 36.486 26.414 34.370
test1_unlab_g10_k10_p2_r100_c10000.txt 36.486 26.414 34.370
test1_unlab_g10_k10_p2_r100_c100000.txt 36.486 26.414 34.370
test1_unlab_g10_k100_p2_r100_c1.txt 27.027 20.872 21.471
test1_unlab_g10_k100_p2_r100_c10.txt 27.027 20.872 21.471
test1_unlab_g10_k100_p2_r100_c100.txt 27.027 20.872 21.471
test1_unlab_g10_k100_p2_r100_c1000.txt 27.027 20.872 21.471
test1_unlab_g10_k100_p2_r100_c10000.txt 27.027 20.872 21.471
test1_unlab_g10_k100_p2_r100_c100000.txt 27.027 20.872 21.471
summary max_miF_event max_maF_event max_maF_weiEvent 
 hi 50.000 53.953 48.790
