file miF_event maF_event weighted_maF_events
test1_unlab_g0.1_k10_p2_r100_c10.txt 32.432 18.421 23.672
test1_unlab_g0.1_k10_p2_r100_c100.txt 41.892 44.165 40.645
test1_unlab_g0.1_k10_p2_r100_c1000.txt 41.892 44.165 40.645
test1_unlab_g0.1_k10_p2_r100_c10000.txt 41.892 44.165 40.645
test1_unlab_g0.1_k10_p2_r100_c100000.txt 41.892 44.165 40.645
test1_unlab_g0.1_k100_p2_r100_c1.txt 29.730 7.639 13.626
test1_unlab_g0.1_k100_p2_r100_c10.txt 29.730 7.719 13.770
test1_unlab_g0.1_k100_p2_r100_c100.txt 36.486 17.267 22.461
test1_unlab_g0.1_k100_p2_r100_c1000.txt 36.486 16.680 22.559
test1_unlab_g0.1_k100_p2_r100_c10000.txt 36.486 16.680 22.559
test1_unlab_g0.1_k100_p2_r100_c100000.txt 36.486 16.680 22.559
test1_unlab_g1_k0.1_p2_r100_c1.txt 28.378 10.586 19.495
test1_unlab_g1_k0.1_p2_r100_c10.txt 28.378 10.586 19.495
test1_unlab_g1_k0.1_p2_r100_c100.txt 28.378 10.586 19.495
test1_unlab_g1_k0.1_p2_r100_c1000.txt 33.784 16.786 23.120
test1_unlab_g1_k0.1_p2_r100_c10000.txt 33.784 16.786 23.120
test1_unlab_g1_k0.1_p2_r100_c100000.txt 33.784 16.786 23.120
test1_unlab_g1_k1_p2_r100_c1.txt 29.730 9.167 17.095
test1_unlab_g1_k1_p2_r100_c10.txt 29.730 9.167 17.095
test1_unlab_g1_k1_p2_r100_c100.txt 29.730 9.167 17.095
test1_unlab_g1_k1_p2_r100_c1000.txt 37.838 25.522 28.032
test1_unlab_g1_k1_p2_r100_c10000.txt 37.838 25.522 28.032
test1_unlab_g1_k1_p2_r100_c100000.txt 37.838 25.522 28.032
test1_unlab_g1_k10_p2_r100_c1.txt 32.432 14.294 25.936
test1_unlab_g1_k10_p2_r100_c10.txt 32.432 14.294 25.936
test1_unlab_g1_k10_p2_r100_c100.txt 41.892 33.206 42.503
test1_unlab_g1_k10_p2_r100_c1000.txt 41.892 32.809 41.870
test1_unlab_g1_k10_p2_r100_c10000.txt 41.892 32.809 41.870
test1_unlab_g1_k10_p2_r100_c100000.txt 41.892 32.809 41.870
test1_unlab_g1_k100_p2_r100_c1.txt 36.486 18.927 24.452
test1_unlab_g1_k100_p2_r100_c10.txt 36.486 18.927 24.452
test1_unlab_g1_k100_p2_r100_c100.txt 36.486 18.927 24.452
test1_unlab_g1_k100_p2_r100_c1000.txt 36.486 18.927 24.452
test1_unlab_g1_k100_p2_r100_c10000.txt 36.486 18.927 24.452
test1_unlab_g1_k100_p2_r100_c100000.txt 36.486 18.927 24.452
test1_unlab_g10_k0.1_p2_r100_c1.txt 29.730 7.639 13.626
test1_unlab_g10_k0.1_p2_r100_c10.txt 29.730 7.639 13.626
test1_unlab_g10_k0.1_p2_r100_c100.txt 29.730 7.639 13.626
test1_unlab_g10_k0.1_p2_r100_c1000.txt 18.919 8.034 10.409
test1_unlab_g10_k0.1_p2_r100_c10000.txt 18.919 8.034 10.409
test1_unlab_g10_k0.1_p2_r100_c100000.txt 18.919 8.034 10.409
test1_unlab_g10_k1_p2_r100_c1.txt 31.081 12.150 22.559
test1_unlab_g10_k1_p2_r100_c10.txt 31.081 12.150 22.559
test1_unlab_g10_k1_p2_r100_c100.txt 31.081 12.150 22.559
test1_unlab_g10_k1_p2_r100_c1000.txt 29.730 10.989 20.436
test1_unlab_g10_k1_p2_r100_c10000.txt 29.730 10.989 20.436
test1_unlab_g10_k1_p2_r100_c100000.txt 29.730 10.989 20.436
test1_unlab_g10_k10_p2_r100_c1.txt 31.081 13.077 23.548
test1_unlab_g10_k10_p2_r100_c10.txt 29.730 12.684 22.815
test1_unlab_g10_k10_p2_r100_c100.txt 51.351 38.480 49.043
test1_unlab_g10_k10_p2_r100_c1000.txt 43.243 34.377 41.656
test1_unlab_g10_k10_p2_r100_c10000.txt 43.243 34.377 41.656
test1_unlab_g10_k10_p2_r100_c100000.txt 43.243 34.377 41.656
test1_unlab_g10_k100_p2_r100_c1.txt 35.135 22.062 26.385
test1_unlab_g10_k100_p2_r100_c10.txt 35.135 22.062 26.385
test1_unlab_g10_k100_p2_r100_c100.txt 35.135 22.062 26.385
test1_unlab_g10_k100_p2_r100_c1000.txt 35.135 22.062 26.385
test1_unlab_g10_k100_p2_r100_c10000.txt 35.135 22.062 26.385
test1_unlab_g10_k100_p2_r100_c100000.txt 35.135 22.062 26.385
summary max_miF_event max_maF_event max_maF_weiEvent 
 hi 51.351 52.164 49.043
